[30-40),Work-class, 77516, 4, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, 0
[30-40),Work-class, 33117, 8, 9, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, 0
[20-30),Work-class, 162551, 3, 14, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female, 0, 0, 40, Hong, 1
[40-50),Work-class, 122066, 14, 3, Married-civ-spouse, Other-service, Husband, White, Male, 0, 2603, 40, Greece, 0
[40-50),Work-class, 389843, 4, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, Germany, 1
[30-40),Work-class, 138940, 10, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 141877, 4, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, 1
[30-40),Work-class, 172722, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 118523, 8, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 227886, 7, 10, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 35, United-States, 0
[30-40),Work-class, 80743, 8, 9, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female, 0, 0, 40, South, 0
[50-60),Work-class, 199688, 11, 6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 45, United-States, 0
[40-50),Work-class, 225823, 7, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 60, United-States, 0
[20-30),Work-class, 176486, 8, 9, Married-spouse-absent, Exec-managerial, Other-relative, White, Female, 0, 0, 60, United-States, 0
[60-70),Work-class, 175777, 11, 6, Separated, Machine-op-inspct, Not-in-family, Black, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 295010, 8, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 437825, 4, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 20, Peru, 0
[50-60),Work-class, 270194, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, 0
[40-50),Work-class, 242089, 3, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, 0
[30-40),Work-class, 117555, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, 1
[20-30),Work-class, 146499, 8, 9, Separated, Machine-op-inspct, Unmarried, White, Female, 0, 0, 48, United-States, 0
[50-60),Work-class, 222405, 8, 9, Married-civ-spouse, Sales, Husband, Black, Male, 0, 2377, 40, United-States, 0
[40-50),Work-class, 157991, 5, 11, Divorced, Tech-support, Unmarried, Black, Female, 0, 625, 40, United-States, 0
[20-30),Work-class, 373553, 7, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 42, United-States, 0
[30-40),Work-class, 194827, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1740, 40, United-States, 0
[20-30),Work-class, 60331, 7, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, 0
[20-30),Work-class, 96483, 7, 10, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female, 0, 0, 12, United-States, 0
[30-40),Work-class, 211154, 8, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 55, United-States, 0
[30-40),Work-class, 247750, 5, 11, Married-civ-spouse, Protective-serv, Husband, Black, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 204235, 3, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99999, 0, 50, United-States, 1
[30-40),Work-class, 197113, 7, 10, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 20, United-States, 0
[40-50),Work-class, 178341, 4, 13, Married-civ-spouse, Sales, Husband, White, Male, 4064, 0, 60, United-States, 0
[20-30),Work-class, 293297, 7, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 35, United-States, 0
[30-40),Work-class, 35330, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
[60-70),Work-class, 202056, 4, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 14084, 0, 40, United-States, 1
[30-40),Work-class, 61898, 10, 7, Divorced, Other-service, Unmarried, White, Female, 0, 0, 15, United-States, 0
[40-50),Work-class, 1097453, 4, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, 1
[30-40),Work-class, 176992, 11, 6, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 295289, 7, 10, Never-married, Other-service, Own-child, Black, Female, 0, 0, 30, United-States, 0
[50-60),Work-class, 298215, 4, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, 1
[20-30),Work-class, 209934, 14, 3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 25, Mexico, 0
[20-30),Work-class, 164938, 8, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 423222, 2, 15, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, 1
[20-30),Work-class, 124259, 7, 10, Never-married, Protective-serv, Own-child, Black, Female, 0, 0, 40, United-States, 0
[70-80),Work-class, 232871, 7, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 30, United-States, 0
[40-50),Work-class, 73199, 4, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 27661, 3, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, United-States, 0
[40-50),Work-class, 89413, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1672, 40, United-States, 0
[60-70),Work-class, 31826, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, 1
[40-50),Work-class, 279679, 7, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, United-States, 0
[40-50),Work-class, 221172, 4, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 35, United-States, 0
[50-60),Work-class, 222020, 8, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 48, United-States, 0
[30-40),Work-class, 204792, 10, 7, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 384508, 10, 7, Divorced, Sales, Unmarried, White, Male, 1506, 0, 50, Mexico, 0
[40-50),Work-class, 288568, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 1
[30-40),Work-class, 182714, 7, 10, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, England, 0
[20-30),Work-class, 471452, 7, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 30, United-States, 0
[40-50),Work-class, 264052, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 146659, 1, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 50, United-States, 1
[20-30),Work-class, 203027, 6, 12, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 218309, 4, 13, Divorced, Sales, Not-in-family, White, Female, 0, 0, 50, United-States, 0
[20-30),Work-class, 133625, 8, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 45937, 8, 9, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 201617, 8, 9, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 114733, 4, 13, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 35, United-States, 0
[50-60),Work-class, 97778, 8, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 149507, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, 1
[30-40),Work-class, 82622, 8, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 48014, 3, 14, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, France, 0
[60-70),Work-class, 162678, 14, 3, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 213842, 4, 13, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 38, United-States, 0
[60-70),Work-class, 221447, 8, 9, Never-married, Machine-op-inspct, Not-in-family, Black, Female, 0, 0, 40, United-States, 0
[10-20),Work-class, 426836, 14, 3, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 40, Mexico, 0
[30-40),Work-class, 206609, 8, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, 1
[30-40),Work-class, 50276, 4, 13, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 60, United-States, 0
[20-30),Work-class, 180497, 8, 9, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 220585, 9, 8, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 202752, 8, 9, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 75993, 7, 10, Married-civ-spouse, Sales, Husband, White, Male, 7688, 0, 40, United-States, 1
[10-20),Work-class, 170544, 10, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 20, United-States, 0
[50-60),Work-class, 115439, 2, 15, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99999, 0, 40, United-States, 1
[50-60),Work-class, 24384, 8, 9, Widowed, Priv-house-serv, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 209067, 8, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 65225, 11, 6, Never-married, Other-service, Own-child, White, Female, 0, 0, 40, United-States, 0
[60-70),Work-class, 27466, 7, 10, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, England, 0
[40-50),Work-class, 179869, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 1
[20-30),Work-class, 442131, 8, 9, Never-married, Handlers-cleaners, Own-child, White, Female, 0, 0, 40, United-States, 0
[60-70),Work-class, 243283, 8, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, 0
[60-70),Work-class, 316627, 14, 3, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[60-70),Work-class, 208862, 8, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 38645, 4, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 141272, 4, 13, Never-married, Other-service, Own-child, Black, Female, 0, 0, 30, United-States, 0
[40-50),Work-class, 29324, 8, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 45, United-States, 0
[40-50),Work-class, 124747, 8, 9, Married-civ-spouse, Craft-repair, Wife, White, Female, 7298, 0, 40, United-States, 1
[50-60),Work-class, 477867, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
[10-20),Work-class, 218361, 11, 6, Never-married, Other-service, Own-child, White, Female, 0, 1602, 12, United-States, 0
[30-40),Work-class, 156809, 7, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 1504, 60, United-States, 0
[20-30),Work-class, 267945, 4, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 35724, 2, 15, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 45, United-States, 1
[20-30),Work-class, 187188, 3, 14, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 60, United-States, 0
[50-60),Work-class, 155983, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
[50-60),Work-class, 414994, 7, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
[30-40),Work-class, 103474, 4, 13, Never-married, Tech-support, Not-in-family, White, Female, 0, 0, 45, United-States, 0
[40-50),Work-class, 211128, 3, 14, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, 1
[60-70),Work-class, 203445, 7, 10, Widowed, Adm-clerical, Other-relative, White, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 38312, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 65, United-States, 1
[50-60),Work-class, 178241, 8, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, 1
[40-50),Work-class, 260761, 4, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, Mexico, 0
[40-50),Work-class, 36924, 7, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, 1
[10-20),Work-class, 292590, 7, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, 0
[20-30),Work-class, 461929, 13, 4, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, Mexico, 0
[50-60),Work-class, 189664, 7, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 190577, 4, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 344200, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
[30-40),Work-class, 337494, 6, 12, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 48, United-States, 0
[50-60),Work-class, 52634, 7, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 194901, 5, 11, Separated, Craft-repair, Not-in-family, White, Male, 0, 2444, 42, United-States, 1
[20-30),Work-class, 170091, 7, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 10, United-States, 0
[30-40),Work-class, 205072, 8, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 48, United-States, 0
[30-40),Work-class, 310290, 8, 9, Married-civ-spouse, Transport-moving, Wife, Black, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 134048, 10, 7, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 45, United-States, 0
[40-50),Work-class, 91959, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 46, United-States, 1
[30-40),Work-class, 153942, 5, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 234096, 6, 12, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, 1
[30-40),Work-class, 185330, 7, 10, Never-married, Craft-repair, Own-child, White, Female, 0, 0, 25, United-States, 0
[20-30),Work-class, 163772, 8, 9, Married-civ-spouse, Other-service, Husband, Other, Male, 0, 0, 40, United-States, 0
[60-70),Work-class, 83800, 7, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 27, United-States, 0
[60-70),Work-class, 139391, 7, 10, Never-married, Tech-support, Own-child, White, Male, 0, 0, 16, United-States, 0
[10-20),Work-class, 478380, 10, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 25, United-States, 0
[30-40),Work-class, 186845, 4, 13, Married-civ-spouse, Sales, Own-child, White, Male, 5178, 0, 50, United-States, 1
[40-50),Work-class, 262802, 4, 13, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 114483, 7, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, 0
[40-50),Work-class, 118023, 2, 15, Divorced, Sales, Not-in-family, White, Male, 0, 0, 13, United-States, 0
[10-20),Work-class, 220101, 7, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[40-50),Work-class, 219424, 4, 13, Never-married, Exec-managerial, Not-in-family, Black, Female, 0, 0, 50, United-States, 1
[50-60),Work-class, 186117, 4, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, 1
[40-50),Work-class, 479611, 4, 13, Divorced, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, 0
[20-30),Work-class, 80312, 5, 11, Never-married, Adm-clerical, Not-in-family, White, Female, 4865, 0, 40, United-States, 0
[30-40),Work-class, 108386, 6, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 177102, 8, 9, Divorced, Handlers-cleaners, Unmarried, White, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 190762, 7, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 18, United-States, 0
[60-70),Work-class, 180632, 8, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 88019, 8, 9, Divorced, Other-service, Unmarried, White, Male, 0, 0, 32, United-States, 0
[50-60),Work-class, 135339, 9, 8, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Cambodia, 1
[30-40),Work-class, 100662, 12, 5, Separated, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, Columbia, 0
[30-40),Work-class, 183557, 8, 9, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 25, United-States, 0
[30-40),Work-class, 160035, 8, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 306790, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 1
[20-30),Work-class, 269246, 10, 7, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 308334, 8, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 19, United-States, 0
[50-60),Work-class, 215190, 10, 7, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 20, United-States, 0
[20-30),Work-class, 419146, 14, 3, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 75, Mexico, 0
[60-70),Work-class, 176839, 4, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 38, United-States, 0
[30-40),Work-class, 184456, 4, 13, Never-married, Tech-support, Not-in-family, White, Male, 27828, 0, 55, United-States, 1
[20-30),Work-class, 309348, 7, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 594, 0, 4, United-States, 0
[40-50),Work-class, 56795, 3, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 45, England, 0
[20-30),Work-class, 201861, 7, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, United-States, 0
[30-40),Work-class, 179509, 4, 13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 291755, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, 1
[10-20),Work-class, 243941, 7, 10, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female, 0, 1721, 25, United-States, 0
[70-80),Work-class, 117169, 13, 4, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 30, United-States, 0
[30-40),Work-class, 159322, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, 1
[40-50),Work-class, 262872, 4, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 187052, 10, 7, Never-married, Sales, Unmarried, White, Female, 0, 0, 30, United-States, 0
[10-20),Work-class, 277583, 10, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 15, United-States, 0
[50-60),Work-class, 169071, 7, 10, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 20, United-States, 0
[50-60),Work-class, 96190, 7, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 61603, 14, 3, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male, 0, 0, 40, Mexico, 0
[40-50),Work-class, 43711, 4, 13, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 48, United-States, 0
[50-60),Work-class, 99434, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
[30-40),Work-class, 177639, 6, 12, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 201723, 8, 9, Divorced, Adm-clerical, Unmarried, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 222248, 8, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 70, United-States, 0
[30-40),Work-class, 86143, 14, 3, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, 0
[30-40),Work-class, 346034, 4, 13, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 40, El-Salvador, 0
[50-60),Work-class, 87510, 8, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 37932, 8, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 50, United-States, 0
[30-40),Work-class, 185063, 7, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, United-States, 1
[50-60),Work-class, 159755, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 20, United-States, 0
[30-40),Work-class, 108837, 7, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, 1
[40-50),Work-class, 110669, 4, 13, Separated, Prof-specialty, Unmarried, White, Female, 0, 0, 50, United-States, 0
[30-40),Work-class, 45427, 5, 11, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 49, United-States, 0
[30-40),Work-class, 154669, 8, 9, Separated, Sales, Not-in-family, White, Male, 0, 0, 60, United-States, 0
[40-50),Work-class, 261278, 4, 13, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female, 5178, 0, 40, Philippines, 1
[20-30),Work-class, 71864, 7, 10, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 35, United-States, 0
[30-40),Work-class, 173495, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, 1
[20-30),Work-class, 254293, 9, 8, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 111883, 8, 9, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 146429, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
[10-20),Work-class, 472807, 15, 2, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 52, Mexico, 0
[20-30),Work-class, 285294, 4, 13, Married-civ-spouse, Sales, Wife, Black, Female, 15024, 0, 45, United-States, 1
[20-30),Work-class, 184665, 8, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 50, United-States, 0
[30-40),Work-class, 205852, 8, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 83879, 8, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 178564, 7, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 30, United-States, 0
[40-50),Work-class, 168796, 4, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, 0
[20-30),Work-class, 269444, 8, 9, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 47353, 11, 6, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 29254, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 70, United-States, 0
[30-40),Work-class, 155343, 8, 9, Never-married, Machine-op-inspct, Unmarried, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 234271, 7, 10, Never-married, Craft-repair, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 257849, 13, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, 0
[20-30),Work-class, 228230, 7, 10, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 47, United-States, 0
[30-40),Work-class, 227615, 14, 3, Married-spouse-absent, Craft-repair, Other-relative, White, Male, 0, 0, 32, Mexico, 0
[20-30),Work-class, 406826, 4, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 45, United-States, 0
[50-60),Work-class, 27539, 7, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 7688, 0, 40, United-States, 1
[10-20),Work-class, 97261, 9, 8, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 168539, 8, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, 1
[20-30),Work-class, 515797, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 351381, 5, 11, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 161018, 7, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, 1
[60-70),Work-class, 26721, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
[10-20),Work-class, 164123, 10, 7, Never-married, Other-service, Not-in-family, Black, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 98418, 8, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 20, United-States, 0
[30-40),Work-class, 29814, 8, 9, Never-married, Transport-moving, Other-relative, White, Male, 0, 0, 50, United-States, 0
[20-30),Work-class, 254613, 8, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, Cuba, 0
[40-50),Work-class, 207677, 13, 4, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 70, United-States, 0
[20-30),Work-class, 217030, 8, 9, Never-married, Other-service, Unmarried, White, Female, 0, 0, 30, United-States, 0
[50-60),Work-class, 171199, 10, 7, Divorced, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, 0
[40-50),Work-class, 198270, 6, 12, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 43, United-States, 0
[30-40),Work-class, 79923, 7, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 20, United-States, 0
[40-50),Work-class, 475322, 4, 13, Separated, Craft-repair, Own-child, White, Male, 0, 0, 50, United-States, 0
[50-60),Work-class, 134286, 7, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, 0
[50-60),Work-class, 73746, 7, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, 1
[20-30),Work-class, 125525, 4, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 42, United-States, 0
[20-30),Work-class, 304949, 7, 10, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 10, United-States, 0
[60-70),Work-class, 150516, 13, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 24, United-States, 0
[50-60),Work-class, 249096, 5, 11, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, 0
